MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Renovated,latitude,longitude,isu_dist,airport_dist,downtown_dist,price_per_area
903232060,995,5.060697840353613,1-STORY 1945 & OLDER,RM,1.7075701760979365,16.66925976636273,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,960.0,960.0,GasA,2.6953520732144733,1.0,SBrkr,995,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1926.0,1.1946754417305403,1.0,264.0,2.11249557097178,3.0,2.0,0,15,51,0,0,0,0.08467418783409197,0.6756228875617447,None,0,3,2009,WD ,Abnorml,Yes,42.03236318181817,-93.62260554545456,1.1749443225764808,2.8903711278379127,0.4769605908128508,115.57788944723616
527226020,1474,5.060697840353613,1-STORY 1946 & NEWER ALL STYLES,RL,1.865474935686116,22.609715441053968,1.0,None,0.9017818831033207,Bnk,NoSewr,FR2,2.0,Gilbert,Feedr,Norm,1Fam,1Story,6,2,1952,1952,Hip,CompShg,BrkFace,BrkFace,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1632.0,1632.0,GasA,2.191491427869529,1.0,FuseA,1474,0,0,0.0,0.0,1,0,3,1,0.9106778858731488,7,6.49325756947896,2,2.2533270170006707,Attchd,1952.0,1.1946754417305403,2.0,495.0,2.11249557097178,3.0,2.0,0,0,144,0,0,0,0.08467418783409197,0.0,Shed,750,5,2008,WD ,Normal,No,42.059365782046015,-93.62225303744788,2.457690371293871,4.753927845872148,2.28849693226782,78.01899592944369
904352190,1680,5.0603200286882855,2 FAMILY CONVERSION - ALL STYLES AND AGES,RH,1.7781512503836436,16.63073376448444,1.0,None,3.0,Lvl,AllPub,Corner,2.0,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,1.4825494664808143,BrkTil,1.2746243075610355,2.4341454443074553,2.4316970238237707,2.4364887050400963,736.0,4.119873494213048,0.0,120.0,856.0,GasA,2.6953520732144733,1.0,SBrkr,936,744,0,1.0,0.0,2,0,2,2,0.9106778858731488,7,7.0,1,2.2533270170006707,Detchd,1910.0,1.1946754417305403,2.0,450.0,2.11249557097178,0.6378266475414103,0.7617944366025604,56,144,0,0,0,0,0.08467418783409197,0.0,None,0,6,2010,COD,Normal,Yes,42.0228349943386,-93.65602643723079,0.6824845746296145,2.835021055477016,1.9710592249497647,68.39285714285714
902329070,1368,5.058820658270532,2-STORY 1945 & OLDER,RM,1.7781512503836436,15.001132482919324,1.0,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,684.0,684.0,GasA,4.0,0.0,FuseA,684,684,0,0.0,0.0,1,0,3,1,0.9106778858731488,7,7.0,0,0.0,Detchd,1930.0,1.1946754417305403,1.0,216.0,2.11249557097178,0.6378266475414103,0.0,0,158,0,0,0,0,0.08467418783409197,0.0,None,0,10,2006,WD ,Normal,Yes,42.02804506830828,-93.6124565522069,1.6563521640013652,2.639163937232592,0.3089174356040552,83.70175438596492
903231070,1176,5.058805486675907,1.5 STORY FINISHED ALL AGES,RM,1.7160033436347992,16.73260754116727,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,PConc,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,816.0,816.0,GasA,2.191491427869529,1.0,SBrkr,816,0,360,0.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,1,2.2533270170006707,Detchd,1985.0,1.1946754417305403,2.0,528.0,2.11249557097178,3.0,2.0,112,0,0,0,0,0,0.08467418783409197,0.6756228875617447,Shed,400,9,2006,WD ,Normal,Yes,42.03229496969697,-93.62368193939392,1.1202982479178178,2.8867103605300244,0.502825923609005,97.3639455782313
535106140,912,5.058805486675907,1-STORY 1946 & NEWER ALL STYLES,RL,1.845098040014257,18.3753207470345,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,456.0,4.119873494213048,0.0,456.0,912.0,GasA,4.0,1.0,FuseA,912,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1958.0,2.5752869056400822,1.0,275.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,7,2007,COD,Normal,No,42.04581760000001,-93.6170078,1.8839916326952943,3.827773102047588,1.3440286110004112,125.54824561403507
535375160,1159,5.056904851336473,1.5 STORY FINISHED ALL AGES,RL,1.6532125137753435,17.343635023692958,1.0,None,3.0,Lvl,AllPub,Corner,2.0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,1.4825494664808143,PConc,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,747.0,747.0,GasA,2.191491427869529,1.0,SBrkr,747,412,0,0.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1932.0,1.1946754417305403,1.0,288.0,0.6755551026356104,3.0,0.0,84,0,96,0,0,0,0.08467418783409197,0.0,None,0,5,2008,WD ,Normal,Yes,42.03750226530613,-93.61544738775507,1.6417128029734362,3.2628670100322315,0.7803996347477294,98.36065573770493
535377150,1039,5.056904851336473,2-STORY 1945 & OLDER,RL,1.9030899869919435,17.619219377596856,1.0,None,3.0,Lvl,AllPub,Corner,2.0,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.8265931494113017,1.4825494664808143,BrkTil,0.377374015537109,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,405.0,405.0,GasA,2.6953520732144733,1.0,SBrkr,717,322,0,0.0,0.0,1,0,2,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1940.0,1.1946754417305403,1.0,281.0,2.11249557097178,3.0,0.0,0,0,168,0,111,0,0.08467418783409197,0.0,None,0,5,2009,WD ,Normal,Yes,42.03739146938776,-93.61220695918371,1.7927454732449288,3.2769642571070228,0.8180572059117125,109.72088546679501
905475510,1298,5.056904851336473,1-STORY 1946 & NEWER ALL STYLES,RL,1.8161754295982844,18.721090452526845,1.0,None,0.9017818831033207,Lvl,AllPub,CulDSac,2.0,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,0.4254076329113543,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,3.3676872539035188,0.0,4.119873494213048,0.0,1250.0,1250.0,GasA,4.0,1.0,SBrkr,1298,0,0,0.0,0.0,2,0,3,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1964.0,1.1946754417305403,2.0,504.0,2.11249557097178,0.6378266475414103,0.0,0,144,0,0,0,0,0.08467418783409197,0.0,None,0,6,2010,COD,Normal,No,42.02508273469388,-93.6633366122449,0.9815036448208372,3.195387013923656,2.333810455837348,87.82742681047766
902301150,1017,5.056904851336473,1.5 STORY FINISHED ALL AGES,RM,1.8388490907372552,18.013327078023806,1.0,Grvl,3.0,Lvl,AllPub,Corner,2.0,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,346.0,346.0,GasA,4.0,1.0,SBrkr,709,308,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1961.0,1.1946754417305403,1.0,308.0,2.11249557097178,3.0,0.0,0,0,139,0,0,0,0.08467418783409197,0.0,None,0,5,2008,WD ,Normal,Yes,42.02932957142857,-93.61826685714287,1.36085342229009,2.688063577384146,0.2054525516292824,112.094395280236
902301130,1232,5.056904851336473,2-STORY 1945 & OLDER,RM,1.5440680443502757,15.737019446795099,1.0,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,168.0,4.119873494213048,0.0,448.0,616.0,GasA,4.0,1.0,SBrkr,616,616,0,0.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1920.0,1.1946754417305403,2.0,480.0,0.6755551026356104,0.6378266475414103,2.0,280,0,143,0,0,0,0.08467418783409197,0.0,None,0,6,2007,WD ,Normal,Yes,42.029261857142856,-93.61826428571429,1.3606576965648771,2.6834122936601044,0.20077997376522225,92.53246753246755
527450220,1218,5.055760464687736,2-STORY PUD - 1946 & NEWER,RM,1.3222192947339193,13.368235955072498,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,672.0,672.0,GasA,4.0,1.0,SBrkr,672,546,0,0.0,0.0,1,1,4,1,4.0,7,7.0,0,0.0,Detchd,1973.0,1.1946754417305403,1.0,264.0,2.11249557097178,3.0,2.0,0,28,0,0,0,0,0.08467418783409197,0.0,None,0,12,2007,WD ,Normal,No,42.052547,-93.628226,1.8986403318277816,4.294944889434646,1.8822433016298703,93.34975369458128
535426150,1142,5.054995861529141,1-STORY 1946 & NEWER ALL STYLES,RL,1.9030899869919435,17.959155473204056,1.0,None,0.9017818831033207,HLS,AllPub,Inside,1.0809763062605158,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,0.8725028398084707,2.0,CBlock,2.754406441726428,2.4341454443074553,4.0,3.3676872539035188,0.0,4.119873494213048,0.0,160.0,160.0,GasA,1.9734131461717157,1.0,SBrkr,1142,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,1,2.2533270170006707,Basment,1958.0,2.5752869056400822,1.0,384.0,2.11249557097178,3.0,2.0,0,28,64,0,0,0,0.08467418783409197,0.0,None,0,4,2009,WD ,Normal,No,42.04239707611042,-93.61748396945076,1.7183222752373342,3.5905824033380966,1.107286063189836,99.38704028021016
527450030,1092,5.054995861529141,2-STORY PUD - 1946 & NEWER,RM,1.3222192947339193,13.563074456237096,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.1799343302297918,312.0,4.119873494213048,0.0,213.0,525.0,GasA,2.191491427869529,1.0,SBrkr,525,567,0,0.0,0.0,1,1,3,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1973.0,1.1946754417305403,1.0,264.0,2.11249557097178,3.0,2.0,144,0,0,0,0,0,0.08467418783409197,0.0,None,0,2,2007,WD ,Normal,No,42.052547,-93.628226,1.8986403318277816,4.294944889434646,1.8822433016298703,103.93772893772892
527450150,1218,5.05307844348342,2-STORY PUD - 1946 & NEWER,RM,1.3222192947339193,13.130244396161046,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,356.0,4.119873494213048,0.0,316.0,672.0,GasA,2.191491427869529,1.0,SBrkr,672,546,0,0.0,0.0,1,1,3,1,0.9106778858731488,7,7.0,0,0.0,Detchd,1973.0,1.1946754417305403,1.0,264.0,2.11249557097178,3.0,2.0,144,28,0,0,0,0,0.08467418783409197,0.0,None,0,5,2007,WD ,Normal,No,42.052547,-93.628226,1.8986403318277816,4.294944889434646,1.8822433016298703,92.77504105090313
903228090,1013,5.05307844348342,1.5 STORY - UNFINISHED ALL AGES,RM,1.6989700043360187,16.01966869112757,1.0,None,3.0,Bnk,AllPub,Inside,1.0809763062605158,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,992.0,992.0,GasA,4.0,1.0,SBrkr,1013,0,0,0.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1926.0,1.1946754417305403,1.0,160.0,0.6755551026356104,3.0,2.0,0,0,101,0,0,0,0.08467418783409197,0.0,None,0,4,2008,WD ,Normal,Yes,42.03334814285714,-93.62169108163263,1.2392816708995198,2.95829593054564,0.5181234276442847,111.54985192497531
923250210,988,5.05307844348342,1-STORY 1946 & NEWER ALL STYLES,RL,2.0,21.176636251007128,1.0,None,3.0,HLS,AllPub,Inside,1.0809763062605158,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,988.0,988.0,GasA,4.0,1.0,FuseA,988,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,4,7.0,0,0.0,Attchd,1954.0,2.5752869056400822,2.0,520.0,2.11249557097178,3.0,0.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,2,2008,WD ,Normal,No,41.98884296651742,-93.61007435650593,3.2305843038315203,0.6286960876497695,2.621329955495545,114.37246963562752
535352090,793,5.05307844348342,1-STORY 1945 & OLDER,RL,1.9030899869919435,17.755679726340908,1.0,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,1.4825494664808143,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,700.0,4.119873494213048,0.0,93.0,793.0,GasA,2.191491427869529,1.0,SBrkr,793,0,0,1.0,0.0,1,0,2,1,0.15757055992425428,4,7.0,0,0.0,Detchd,1945.0,1.1946754417305403,1.0,240.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,8,2009,WD ,Normal,Yes,42.03711534693877,-93.61603242857143,1.6034483909561572,3.2332709722901174,0.7494024731895073,142.4968474148802
903231050,884,5.05307844348342,1.5 STORY - UNFINISHED ALL AGES,RM,1.7075701760979365,16.66925976636273,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,1.8265931494113017,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,884.0,884.0,GasA,4.0,1.0,SBrkr,884,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1939.0,1.1946754417305403,1.0,240.0,2.11249557097178,3.0,2.0,0,0,136,0,0,0,0.08467418783409197,0.6756228875617447,None,0,7,2007,WD ,Normal,Yes,42.0323832020202,-93.6236834040404,1.1218854178399305,2.8927996664434015,0.5078433490321076,127.82805429864253
908225320,1487,5.05307844348342,1.5 STORY FINISHED ALL AGES,RL,1.7160033436347992,17.859117267990857,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,1.0279444408668477,1.8576374438380683,2.4364887050400963,94.0,4.119873494213048,0.0,641.0,735.0,GasA,2.191491427869529,1.0,FuseA,798,689,0,0.0,0.0,1,1,3,1,0.9106778858731488,7,7.0,1,2.2533270170006707,Detchd,1949.0,1.1946754417305403,1.0,220.0,2.11249557097178,3.0,2.0,0,140,0,0,0,0,0.08467418783409197,0.6756228875617447,None,0,4,2010,WD ,Normal,Yes,42.02150486413851,-93.6646532349038,1.120579344847218,3.063479629816052,2.423236779945081,75.99193006052455
905452050,672,5.05307844348342,1-STORY 1945 & OLDER,RL,1.6989700043360187,18.086767776403686,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,344.0,4.119873494213048,0.0,328.0,672.0,GasA,2.191491427869529,1.0,SBrkr,672,0,0,1.0,0.0,1,0,2,1,0.9106778858731488,4,7.0,0,0.0,Attchd,1941.0,1.1946754417305403,1.0,234.0,2.11249557097178,3.0,0.0,0,113,0,0,0,0,0.08467418783409197,0.0,None,0,8,2009,WD ,Normal,Yes,42.0260001,-93.66509620000001,1.060673350850715,3.302978034302728,2.4228065107593584,168.1547619047619
903236200,1048,5.05307844348342,1.5 STORY - UNFINISHED ALL AGES,RM,1.7634279935629371,16.805195621282767,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,1.0279444408668477,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,993.0,993.0,GasA,2.191491427869529,1.0,FuseA,1048,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,1,2.2533270170006707,Detchd,1922.0,1.1946754417305403,1.0,280.0,2.11249557097178,3.0,2.0,0,0,116,0,0,0,0.08467418783409197,0.0,None,0,8,2006,WD ,Normal,Yes,42.03046801799285,-93.62234911146595,1.1607512624640055,2.7594796063698284,0.3607365468618811,107.82442748091604
534479150,1036,5.052693941924968,1-STORY 1946 & NEWER ALL STYLES,RL,1.7993405494535817,17.378285283871442,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4364887050400963,531.0,4.119873494213048,0.0,505.0,1036.0,GasA,4.0,1.0,SBrkr,1036,0,0,0.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1953.0,2.5752869056400822,1.0,312.0,2.11249557097178,3.0,2.0,120,24,0,0,0,0,0.08467418783409197,0.6756228875617447,None,0,6,2008,WD ,Normal,No,42.034788594538576,-93.62053214205044,1.328426983516914,3.0586874308702185,0.5960395278844839,108.97683397683396
535353130,924,5.051152522447381,1-STORY 1946 & NEWER ALL STYLES,RL,1.7914590225252562,19.96261492241114,1.0,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,292.0,4.119873494213048,0.0,632.0,924.0,GasA,2.191491427869529,1.0,SBrkr,924,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1952.0,1.1946754417305403,1.0,420.0,2.11249557097178,3.0,2.0,0,324,0,0,0,0,0.08467418783409197,0.6756228875617447,Shed,400,6,2007,WD ,Normal,No,42.034562891030866,-93.61907956662779,1.3932809362113838,3.0459949129533688,0.5688768851455699,121.75324675324677
535455060,984,5.051152522447381,1.5 STORY - UNFINISHED ALL AGES,RL,1.8061799739838869,16.810327620278205,1.0,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,936.0,936.0,GasA,2.191491427869529,1.0,FuseA,984,0,0,1.0,0.0,1,0,2,1,0.9106778858731488,4,7.0,0,0.0,Detchd,1954.0,1.1946754417305403,1.0,280.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.6816695427368913,None,0,6,2008,WD ,Normal,No,42.03468248979593,-93.60798526530613,1.943361835922465,3.135454742363273,0.7723494755316154,114.32926829268291
902205090,928,5.051152522447381,1-STORY 1946 & NEWER ALL STYLES,RM,1.6989700043360187,16.604828881291994,1.0,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,308.0,4.119873494213048,0.0,620.0,928.0,GasA,2.6953520732144733,1.0,FuseA,928,0,0,0.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1957.0,3.0,1.0,288.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,6,2008,WD ,Normal,No,42.032201816326534,-93.60768387755104,1.9247864618242871,2.9729895092796594,0.6673665291588249,121.22844827586206
907203060,882,5.051152522447381,1-STORY 1946 & NEWER ALL STYLES,RL,1.845098040014257,17.429250891319814,1.0,None,3.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4364887050400963,138.0,3.3605852767227464,468.0,276.0,882.0,GasA,2.191491427869529,1.0,SBrkr,882,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1980.0,1.1946754417305403,2.0,461.0,2.11249557097178,3.0,2.0,96,0,0,0,0,0,0.08467418783409197,0.6756228875617447,None,0,3,2007,WD ,Normal,No,42.021137,-93.683401,2.048528988166788,3.79970139669306,3.384017259227348,127.55102040816328
535355100,1310,5.049218022670181,1.5 STORY FINISHED ALL AGES,RL,1.6989700043360187,17.11097546102927,1.0,None,3.0,Lvl,AllPub,Corner,2.0,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,1.4825494664808143,BrkTil,0.377374015537109,2.4341454443074553,1.8576374438380683,2.4364887050400963,617.0,4.119873494213048,0.0,0.0,617.0,GasA,2.6953520732144733,1.0,SBrkr,865,445,0,0.0,0.0,2,0,2,1,0.9106778858731488,6,6.227811504454976,0,0.0,Attchd,1924.0,1.1946754417305403,1.0,398.0,2.11249557097178,3.0,2.0,0,0,126,0,0,0,0.08467418783409197,0.0,None,0,5,2006,COD,Normal,Yes,42.03459238267333,-93.6160082392072,1.5439758475635574,3.0601241141549123,0.5776064701681277,85.49618320610686
534453080,808,5.049218022670181,1-STORY 1946 & NEWER ALL STYLES,RL,1.6989700043360187,16.128976584183324,1.0,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,150.0,4.065812977901225,404.0,254.0,808.0,GasA,4.0,1.0,SBrkr,808,0,0,0.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1963.0,1.1946754417305403,1.0,308.0,2.11249557097178,3.0,0.0,143,0,0,0,0,0,0.08467418783409197,0.0,None,0,7,2007,COD,Normal,Yes,42.03602586446804,-93.62847008877344,1.0031811158981914,3.160177541859904,0.8570124674139004,138.61386138613858
909256020,1288,5.049218022670181,1.5 STORY FINISHED ALL AGES,RL,1.7075701760979365,16.706868854274962,1.0,None,3.0,Lvl,AllPub,Corner,2.0,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,CBlock,0.377374015537109,1.0279444408668477,1.8576374438380683,2.4364887050400963,384.0,4.119873494213048,0.0,440.0,824.0,GasA,2.191491427869529,0.0,SBrkr,824,464,0,0.0,0.0,1,0,4,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1941.0,1.1946754417305403,1.0,240.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,11,2006,WD ,Normal,Yes,42.01606471428572,-93.64728785714287,0.8287918948659126,2.1908568314726007,1.6655151844638645,86.95652173913044
905226050,1416,5.049218022670181,1-STORY 1945 & OLDER,RL,1.877307342556431,21.77364394165535,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,1.4825494664808143,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,816.0,816.0,GasA,4.0,1.0,SBrkr,1416,0,0,0.0,0.0,2,0,3,1,2.2636393278340137,7,7.0,0,0.0,Attchd,2007.0,1.1946754417305403,2.0,576.0,2.11249557097178,3.0,0.0,0,0,112,0,0,0,0.08467418783409197,0.0,None,0,8,2007,WD ,Normal,Yes,42.03338,-93.660706,0.9086237772425738,3.5659424714710135,2.2494532178464723,79.09604519774011
